"","Date","Div","Res","Odds","OddsDraw","OddsOpp","Season","Team","Res_1_0","Odds_Intervall","Country"
"258",2017-08-19,"Allsvenskan","Win",7.97,4.74,1.38,"2017","AFC Eskilstuna",1,"(5,10]","SE"
"259",2017-08-26,"Allsvenskan","Draw",4.33,3.71,1.78,"2017","AFC Eskilstuna",0,"(4,5]","SE"
"260",2017-09-09,"Allsvenskan","Lost",8.21,4.76,1.37,"2017","AFC Eskilstuna",0,"(5,10]","SE"
"261",2017-09-18,"Allsvenskan","Lost",2.71,3.23,2.59,"2017","AFC Eskilstuna",0,"(2.5,3]","SE"
"262",2017-09-21,"Allsvenskan","Win",5.42,4.4,1.54,"2017","AFC Eskilstuna",1,"(5,10]","SE"
"263",2017-09-25,"Allsvenskan","Win",3.3,3.63,2.08,"2017","AFC Eskilstuna",1,"(3,3.5]","SE"
"264",2017-09-30,"Allsvenskan","Draw",2.28,3.31,3.15,"2017","AFC Eskilstuna",0,"(2,2.5]","SE"
"265",2017-10-14,"Allsvenskan","Lost",7.02,4.82,1.41,"2017","AFC Eskilstuna",0,"(5,10]","SE"
"266",2017-10-21,"Allsvenskan","Lost",2.93,3.68,2.24,"2017","AFC Eskilstuna",0,"(2.5,3]","SE"
"267",2017-10-28,"Allsvenskan","Draw",3.77,3.69,1.9,"2017","AFC Eskilstuna",0,"(3.5,4]","SE"
"268",2017-11-05,"Allsvenskan","Lost",2.67,3.64,2.44,"2017","AFC Eskilstuna",0,"(2.5,3]","SE"
"269",2008-08-17,"D2","Win",2.12,3.23,3.09,"2008","Ahlen",1,"(2,2.5]","DE"
"270",2008-08-24,"D2","Lost",3.7,3.27,1.91,"2008","Ahlen",0,"(3.5,4]","DE"
"271",2008-08-31,"D2","Win",2.54,3.2,2.54,"2008","Ahlen",1,"(2.5,3]","DE"
"272",2008-09-12,"D2","Win",3.08,3.24,2.17,"2008","Ahlen",1,"(3,3.5]","DE"
"273",2008-09-19,"D2","Draw",2.86,3.23,2.3,"2008","Ahlen",0,"(2.5,3]","DE"
"274",2008-09-28,"D2","Win",3.27,3.23,2.07,"2008","Ahlen",1,"(3,3.5]","DE"
"275",2008-10-05,"D2","Draw",2.75,3.21,2.35,"2008","Ahlen",0,"(2.5,3]","DE"
"276",2008-10-17,"D2","Lost",5.23,3.61,1.6,"2008","Ahlen",0,"(5,10]","DE"
"277",2008-10-24,"D2","Lost",3.01,3.27,2.19,"2008","Ahlen",0,"(3,3.5]","DE"
"278",2008-10-28,"D2","Win",5.56,3.65,1.56,"2008","Ahlen",1,"(5,10]","DE"
"279",2008-11-02,"D2","Lost",3.11,3.25,2.14,"2008","Ahlen",0,"(3,3.5]","DE"
"280",2008-11-09,"D2","Win",5.37,3.6,1.58,"2008","Ahlen",1,"(5,10]","DE"
"281",2008-11-14,"D2","Draw",3.99,3.37,1.83,"2008","Ahlen",0,"(3.5,4]","DE"
"282",2008-11-21,"D2","Win",2.05,3.31,3.33,"2008","Ahlen",1,"(2,2.5]","DE"
"283",2008-11-28,"D2","Lost",3.16,3.24,2.15,"2008","Ahlen",0,"(3,3.5]","DE"
"284",2008-12-07,"D2","Lost",1.86,3.31,3.93,"2008","Ahlen",0,"(1.5,2]","DE"
"285",2008-12-14,"D2","Lost",4.64,3.49,1.69,"2008","Ahlen",0,"(4,5]","DE"
"286",2009-02-01,"D2","Lost",2.93,3.24,2.24,"2008","Ahlen",0,"(2.5,3]","DE"
"287",2009-02-08,"D2","Win",2.45,3.21,2.66,"2008","Ahlen",1,"(2,2.5]","DE"
"288",2009-02-15,"D2","Lost",4.57,3.43,1.7,"2008","Ahlen",0,"(4,5]","DE"
"289",2009-02-22,"D2","Lost",2.05,3.25,3.38,"2008","Ahlen",0,"(2,2.5]","DE"
"290",2009-02-27,"D2","Draw",4.65,3.47,1.72,"2008","Ahlen",0,"(4,5]","DE"
"291",2009-03-08,"D2","Win",2.05,3.26,3.37,"2008","Ahlen",1,"(2,2.5]","DE"
"292",2009-03-13,"D2","Lost",6.87,3.89,1.46,"2008","Ahlen",0,"(5,10]","DE"
"293",2009-03-22,"D2","Lost",2.84,3.23,2.34,"2008","Ahlen",0,"(2.5,3]","DE"
"294",2009-04-06,"D2","Draw",8.85,4.23,1.34,"2008","Ahlen",0,"(5,10]","DE"
"295",2009-04-12,"D2","Lost",2.94,3.24,2.27,"2008","Ahlen",0,"(2.5,3]","DE"
"296",2009-04-17,"D2","Draw",9.81,4.83,1.29,"2008","Ahlen",0,"(5,10]","DE"
"297",2009-04-24,"D2","Lost",3.13,3.25,2.17,"2008","Ahlen",0,"(3,3.5]","DE"
"298",2009-05-03,"D2","Win",2.14,3.27,3.13,"2008","Ahlen",1,"(2,2.5]","DE"
"299",2009-05-10,"D2","Win",3.38,3.31,2.03,"2008","Ahlen",1,"(3,3.5]","DE"
"300",2009-05-13,"D2","Draw",2.41,3.21,2.75,"2008","Ahlen",0,"(2,2.5]","DE"
"301",2009-05-17,"D2","Draw",5.5,3.86,1.53,"2008","Ahlen",0,"(5,10]","DE"
"302",2009-05-24,"D2","Lost",2.47,3.27,2.64,"2008","Ahlen",0,"(2,2.5]","DE"
"303",2009-08-07,"D2","Lost",5.32,3.6,1.6,"2009","Ahlen",0,"(5,10]","DE"
"304",2009-08-16,"D2","Lost",3.07,3.23,2.17,"2009","Ahlen",0,"(3,3.5]","DE"
"305",2009-08-23,"D2","Lost",3.38,3.26,2.05,"2009","Ahlen",0,"(3,3.5]","DE"
"306",2009-08-28,"D2","Draw",2.88,3.24,2.33,"2009","Ahlen",0,"(2.5,3]","DE"
"307",2009-09-11,"D2","Lost",7.82,4.34,1.37,"2009","Ahlen",0,"(5,10]","DE"
"308",2009-09-19,"D2","Lost",2.46,3.19,2.71,"2009","Ahlen",0,"(2,2.5]","DE"
"309",2009-09-25,"D2","Lost",6.84,3.97,1.45,"2009","Ahlen",0,"(5,10]","DE"
"310",2009-10-04,"D2","Lost",3.06,3.23,2.21,"2009","Ahlen",0,"(3,3.5]","DE"
"311",2009-10-18,"D2","Draw",4.07,3.36,1.83,"2009","Ahlen",0,"(4,5]","DE"
"312",2009-10-23,"D2","Lost",3.58,3.3,1.99,"2009","Ahlen",0,"(3.5,4]","DE"
"313",2009-10-31,"D2","Lost",3.65,3.3,1.94,"2009","Ahlen",0,"(3.5,4]","DE"
"314",2009-11-08,"D2","Draw",7.52,4.26,1.38,"2009","Ahlen",0,"(5,10]","DE"
"315",2009-11-20,"D2","Draw",3,3.25,2.26,"2009","Ahlen",0,"(2.5,3]","DE"
"316",2009-11-27,"D2","Win",7.19,3.95,1.45,"2009","Ahlen",1,"(5,10]","DE"
"317",2009-12-06,"D2","Lost",3.06,3.23,2.2,"2009","Ahlen",0,"(3,3.5]","DE"
"318",2009-12-12,"D2","Draw",3.56,3.25,2,"2009","Ahlen",0,"(3.5,4]","DE"
"319",2009-12-18,"D2","Lost",3.16,3.21,2.2,"2009","Ahlen",0,"(3,3.5]","DE"
"320",2010-01-16,"D2","Lost",4.88,3.52,1.67,"2009","Ahlen",0,"(4,5]","DE"
"321",2010-01-23,"D2","Draw",10.37,5.19,1.25,"2009","Ahlen",0,"(10,100]","DE"
"322",2010-01-31,"D2","Win",2.22,3.2,3.07,"2009","Ahlen",1,"(2,2.5]","DE"
"323",2010-02-08,"D2","Win",5.65,3.6,1.58,"2009","Ahlen",1,"(5,10]","DE"
"324",2010-02-12,"D2","Lost",3.71,3.28,1.96,"2009","Ahlen",0,"(3.5,4]","DE"
"325",2010-02-19,"D2","Lost",6.34,3.68,1.53,"2009","Ahlen",0,"(5,10]","DE"
"326",2010-02-28,"D2","Win",2.67,3.16,2.51,"2009","Ahlen",1,"(2.5,3]","DE"
"327",2010-03-05,"D2","Win",4.8,3.46,1.69,"2009","Ahlen",1,"(4,5]","DE"
"328",2010-03-12,"D2","Lost",2.03,3.25,3.51,"2009","Ahlen",0,"(2,2.5]","DE"
"329",2010-03-20,"D2","Lost",7.94,4.36,1.37,"2009","Ahlen",0,"(5,10]","DE"
"330",2010-03-28,"D2","Lost",6.2,3.7,1.52,"2009","Ahlen",0,"(5,10]","DE"
"331",2010-04-03,"D2","Lost",3.11,3.24,2.18,"2009","Ahlen",0,"(3,3.5]","DE"
"332",2010-04-09,"D2","Lost",5.7,3.69,1.57,"2009","Ahlen",0,"(5,10]","DE"
"333",2010-04-18,"D2","Lost",3.28,3.27,2.08,"2009","Ahlen",0,"(3,3.5]","DE"
"334",2010-04-23,"D2","Lost",7.67,4.3,1.39,"2009","Ahlen",0,"(5,10]","DE"
"335",2010-05-02,"D2","Draw",3.93,3.4,1.85,"2009","Ahlen",0,"(3.5,4]","DE"
"336",2010-05-09,"D2","Lost",6.97,4.13,1.42,"2009","Ahlen",0,"(5,10]","DE"
"337",2012-04-01,"Allsvenskan","Draw",1.71,3.43,4.99,"2012","AIK",0,"(1.5,2]","SE"
"338",2012-04-09,"Allsvenskan","Win",2.95,3.15,2.4,"2012","AIK",1,"(2.5,3]","SE"
"339",2012-04-12,"Allsvenskan","Draw",2.27,3.18,3.1,"2012","AIK",0,"(2,2.5]","SE"
"340",2012-04-15,"Allsvenskan","Win",1.84,3.37,4.26,"2012","AIK",1,"(1.5,2]","SE"
"341",2012-04-22,"Allsvenskan","Draw",1.53,3.85,6.16,"2012","AIK",0,"(1.5,2]","SE"
"342",2012-04-26,"Allsvenskan","Win",2.21,3.19,3.25,"2012","AIK",1,"(2,2.5]","SE"
"343",2012-05-02,"Allsvenskan","Draw",4.15,3.44,1.85,"2012","AIK",0,"(4,5]","SE"
"344",2012-05-08,"Allsvenskan","Draw",2.09,3.22,3.5,"2012","AIK",0,"(2,2.5]","SE"
"345",2012-05-13,"Allsvenskan","Lost",5.09,3.49,1.69,"2012","AIK",0,"(5,10]","SE"
"346",2012-05-16,"Allsvenskan","Draw",2.09,3.31,3.39,"2012","AIK",0,"(2,2.5]","SE"
"347",2012-05-20,"Allsvenskan","Win",1.63,3.66,5.28,"2012","AIK",1,"(1.5,2]","SE"
"348",2012-05-24,"Allsvenskan","Win",1.61,3.7,5.53,"2012","AIK",1,"(1.5,2]","SE"
"349",2012-07-02,"Allsvenskan","Lost",4.53,3.5,1.77,"2012","AIK",0,"(4,5]","SE"
"350",2012-07-08,"Allsvenskan","Win",2.11,3.28,3.39,"2012","AIK",1,"(2,2.5]","SE"
"351",2012-07-14,"Allsvenskan","Lost",2.47,3.27,2.75,"2012","AIK",0,"(2,2.5]","SE"
"352",2012-07-22,"Allsvenskan","Win",1.67,3.73,4.9,"2012","AIK",1,"(1.5,2]","SE"
"353",2012-07-29,"Allsvenskan","Win",2.95,3.11,2.42,"2012","AIK",1,"(2.5,3]","SE"
"354",2012-08-05,"Allsvenskan","Lost",1.66,3.64,5.11,"2012","AIK",0,"(1.5,2]","SE"
"355",2012-08-12,"Allsvenskan","Win",1.55,3.71,6.26,"2012","AIK",1,"(1.5,2]","SE"
"356",2012-08-26,"Allsvenskan","Win",2.18,3.21,3.31,"2012","AIK",1,"(2,2.5]","SE"
"357",2012-09-02,"Allsvenskan","Win",1.77,3.51,4.52,"2012","AIK",1,"(1.5,2]","SE"
"358",2012-09-16,"Allsvenskan","Win",2.26,3.18,3.16,"2012","AIK",1,"(2,2.5]","SE"
"359",2012-09-23,"Allsvenskan","Draw",1.99,3.35,3.67,"2012","AIK",0,"(1.5,2]","SE"
"360",2012-09-26,"Allsvenskan","Draw",1.88,3.45,3.95,"2012","AIK",0,"(1.5,2]","SE"
"361",2012-09-30,"Allsvenskan","Win",1.93,3.37,3.9,"2012","AIK",1,"(1.5,2]","SE"
"362",2012-10-07,"Allsvenskan","Lost",1.36,4.55,8.49,"2012","AIK",0,"(1,1.5]","SE"
"363",2012-10-21,"Allsvenskan","Win",2.65,3.23,2.58,"2012","AIK",1,"(2.5,3]","SE"
"364",2012-10-28,"Allsvenskan","Draw",1.31,4.86,9.4,"2012","AIK",0,"(1,1.5]","SE"
"365",2012-11-01,"Allsvenskan","Draw",3.45,3.46,2.01,"2012","AIK",0,"(3,3.5]","SE"
"366",2012-11-04,"Allsvenskan","Win",2.34,3.3,2.9,"2012","AIK",1,"(2,2.5]","SE"
"367",2013-04-01,"Allsvenskan","Draw",3.65,3.26,2.04,"2013","AIK",0,"(3.5,4]","SE"
"368",2013-04-07,"Allsvenskan","Draw",1.42,4.23,7.7,"2013","AIK",0,"(1,1.5]","SE"
"369",2013-04-14,"Allsvenskan","Lost",2.22,3.22,3.22,"2013","AIK",0,"(2,2.5]","SE"
"370",2013-04-17,"Allsvenskan","Lost",2.31,3.23,3.04,"2013","AIK",0,"(2,2.5]","SE"
"371",2013-04-22,"Allsvenskan","Win",2.19,3.17,3.35,"2013","AIK",1,"(2,2.5]","SE"
"372",2013-04-28,"Allsvenskan","Draw",1.41,4.31,8.04,"2013","AIK",0,"(1,1.5]","SE"
"373",2013-05-06,"Allsvenskan","Win",2.34,3.23,3.02,"2013","AIK",1,"(2,2.5]","SE"
"374",2013-05-12,"Allsvenskan","Lost",2.4,3.19,2.93,"2013","AIK",0,"(2,2.5]","SE"
"375",2013-05-19,"Allsvenskan","Win",2.05,3.32,3.59,"2013","AIK",1,"(2,2.5]","SE"
"376",2013-05-22,"Allsvenskan","Draw",1.72,3.59,4.78,"2013","AIK",0,"(1.5,2]","SE"
"377",2013-05-30,"Allsvenskan","Win",2.42,3.3,2.83,"2013","AIK",1,"(2,2.5]","SE"
"378",2013-06-24,"Allsvenskan","Win",1.31,5.1,9.39,"2013","AIK",1,"(1,1.5]","SE"
"379",2013-06-27,"Allsvenskan","Win",4.25,3.63,1.79,"2013","AIK",1,"(4,5]","SE"
"380",2013-07-01,"Allsvenskan","Draw",1.4,4.48,7.81,"2013","AIK",0,"(1,1.5]","SE"
"381",2013-07-07,"Allsvenskan","Win",1.96,3.41,3.8,"2013","AIK",1,"(1.5,2]","SE"
"382",2013-07-14,"Allsvenskan","Win",1.63,3.71,5.41,"2013","AIK",1,"(1.5,2]","SE"
"383",2013-07-22,"Allsvenskan","Win",3.02,3.3,2.3,"2013","AIK",1,"(3,3.5]","SE"
"384",2013-08-03,"Allsvenskan","Win",1.99,3.4,3.68,"2013","AIK",1,"(1.5,2]","SE"
"385",2013-08-11,"Allsvenskan","Lost",3.98,3.4,1.89,"2013","AIK",0,"(3.5,4]","SE"
"386",2013-08-19,"Allsvenskan","Win",1.47,4.15,6.9,"2013","AIK",1,"(1,1.5]","SE"
"387",2013-08-25,"Allsvenskan","Lost",1.73,3.61,4.69,"2013","AIK",0,"(1.5,2]","SE"
"388",2013-08-31,"Allsvenskan","Win",1.54,4.03,5.94,"2013","AIK",1,"(1.5,2]","SE"
"389",2013-09-15,"Allsvenskan","Draw",1.42,4.3,7.78,"2013","AIK",0,"(1,1.5]","SE"
"390",2013-09-23,"Allsvenskan","Lost",3.27,3.31,2.17,"2013","AIK",0,"(3,3.5]","SE"
"391",2013-09-26,"Allsvenskan","Draw",2.52,3.17,2.8,"2013","AIK",0,"(2.5,3]","SE"
"392",2013-09-30,"Allsvenskan","Win",1.38,4.55,7.96,"2013","AIK",1,"(1,1.5]","SE"
"393",2013-10-04,"Allsvenskan","Win",1.91,3.48,3.86,"2013","AIK",1,"(1.5,2]","SE"
"394",2013-10-21,"Allsvenskan","Win",1.5,4.32,5.88,"2013","AIK",1,"(1,1.5]","SE"
"395",2013-10-26,"Allsvenskan","Win",1.64,3.89,5.02,"2013","AIK",1,"(1.5,2]","SE"
"396",2013-11-03,"Allsvenskan","Win",1.91,3.55,3.8,"2013","AIK",1,"(1.5,2]","SE"
"397",2014-03-31,"Allsvenskan","Lost",2.02,3.28,3.68,"2014","AIK",0,"(2,2.5]","SE"
"398",2014-04-06,"Allsvenskan","Win",2.14,3.27,3.4,"2014","AIK",1,"(2,2.5]","SE"
"399",2014-04-13,"Allsvenskan","Draw",1.56,3.77,6.28,"2014","AIK",0,"(1.5,2]","SE"
"400",2014-04-16,"Allsvenskan","Win",2.92,3.27,2.38,"2014","AIK",1,"(2.5,3]","SE"
"401",2014-04-20,"Allsvenskan","Lost",1.61,3.71,5.69,"2014","AIK",0,"(1.5,2]","SE"
"402",2014-04-27,"Allsvenskan","Draw",3.14,3.29,2.24,"2014","AIK",0,"(3,3.5]","SE"
"403",2014-05-05,"Allsvenskan","Win",1.89,3.48,3.94,"2014","AIK",1,"(1.5,2]","SE"
"404",2014-05-08,"Allsvenskan","Draw",1.94,3.42,3.82,"2014","AIK",0,"(1.5,2]","SE"
"405",2014-05-11,"Allsvenskan","Win",1.36,4.77,8.18,"2014","AIK",1,"(1,1.5]","SE"
"406",2014-05-15,"Allsvenskan","Win",2.19,3.3,3.24,"2014","AIK",1,"(2,2.5]","SE"
"407",2014-05-26,"Allsvenskan","Draw",4.69,3.66,1.72,"2014","AIK",0,"(4,5]","SE"
"408",2014-06-02,"Allsvenskan","Win",1.39,4.68,7.56,"2014","AIK",1,"(1,1.5]","SE"
"409",2014-07-07,"Allsvenskan","Win",2.38,3.3,2.91,"2014","AIK",1,"(2,2.5]","SE"
"410",2014-07-12,"Allsvenskan","Win",1.74,3.63,4.61,"2014","AIK",1,"(1.5,2]","SE"
"411",2014-07-20,"Allsvenskan","Lost",2.15,3.31,3.33,"2014","AIK",0,"(2,2.5]","SE"
"412",2014-07-28,"Allsvenskan","Win",1.45,4.47,6.47,"2014","AIK",1,"(1,1.5]","SE"
"413",2014-08-04,"Allsvenskan","Win",3.76,3.49,1.94,"2014","AIK",1,"(3.5,4]","SE"
"414",2014-08-10,"Allsvenskan","Win",1.4,4.55,7.7,"2014","AIK",1,"(1,1.5]","SE"
"415",2014-08-13,"Allsvenskan","Draw",1.79,3.56,4.38,"2014","AIK",0,"(1.5,2]","SE"
"416",2014-08-17,"Allsvenskan","Lost",2.1,3.38,3.35,"2014","AIK",0,"(2,2.5]","SE"
"417",2014-08-24,"Allsvenskan","Win",1.84,3.59,4.04,"2014","AIK",1,"(1.5,2]","SE"
"418",2014-08-31,"Allsvenskan","Win",2.45,3.35,2.77,"2014","AIK",1,"(2,2.5]","SE"
"419",2014-09-15,"Allsvenskan","Lost",2.51,3.34,2.71,"2014","AIK",0,"(2.5,3]","SE"
"420",2014-09-21,"Allsvenskan","Lost",1.46,4.53,6.18,"2014","AIK",0,"(1,1.5]","SE"
"421",2014-09-24,"Allsvenskan","Lost",1.92,3.5,3.81,"2014","AIK",0,"(1.5,2]","SE"
"422",2014-09-28,"Allsvenskan","Draw",3.79,3.48,1.93,"2014","AIK",0,"(3.5,4]","SE"
"423",2014-10-05,"Allsvenskan","Lost",2.5,3.27,2.77,"2014","AIK",0,"(2,2.5]","SE"
"424",2014-10-19,"Allsvenskan","Win",1.22,6.11,11.25,"2014","AIK",1,"(1,1.5]","SE"
"425",2014-10-26,"Allsvenskan","Win",1.38,4.72,7.54,"2014","AIK",1,"(1,1.5]","SE"
"426",2014-11-01,"Allsvenskan","Draw",1.62,3.88,5.18,"2014","AIK",0,"(1.5,2]","SE"
"427",2015-04-06,"Allsvenskan","Win",1.52,4.03,6.13,"2015","AIK",1,"(1.5,2]","SE"
"428",2015-04-09,"Allsvenskan","Draw",5.09,3.84,1.64,"2015","AIK",0,"(5,10]","SE"
"429",2015-04-12,"Allsvenskan","Win",1.42,4.36,7.36,"2015","AIK",1,"(1,1.5]","SE"
"430",2015-04-21,"Allsvenskan","Lost",3.97,3.47,1.9,"2015","AIK",0,"(3.5,4]","SE"
"431",2015-04-26,"Allsvenskan","Win",1.62,3.86,5.27,"2015","AIK",1,"(1.5,2]","SE"
"432",2015-04-29,"Allsvenskan","Draw",1.84,3.57,4.1,"2015","AIK",0,"(1.5,2]","SE"
"433",2015-05-04,"Allsvenskan","Win",1.69,3.74,4.77,"2015","AIK",1,"(1.5,2]","SE"
"434",2015-05-10,"Allsvenskan","Draw",1.64,3.81,5.08,"2015","AIK",0,"(1.5,2]","SE"
"435",2015-05-21,"Allsvenskan","Lost",4.17,3.52,1.84,"2015","AIK",0,"(4,5]","SE"
"436",2015-05-25,"Allsvenskan","Draw",3.06,3.35,2.26,"2015","AIK",0,"(3,3.5]","SE"
"437",2015-05-31,"Allsvenskan","Win",1.57,3.97,5.67,"2015","AIK",1,"(1.5,2]","SE"
"438",2015-06-03,"Allsvenskan","Win",1.29,5.38,9.66,"2015","AIK",1,"(1,1.5]","SE"
"439",2015-06-06,"Allsvenskan","Draw",2.8,3.41,2.4,"2015","AIK",0,"(2.5,3]","SE"
"440",2015-07-05,"Allsvenskan","Draw",2.46,3.29,2.8,"2015","AIK",0,"(2,2.5]","SE"
"441",2015-07-12,"Allsvenskan","Win",1.52,4.18,5.92,"2015","AIK",1,"(1.5,2]","SE"
"442",2015-07-19,"Allsvenskan","Lost",2.12,3.39,3.35,"2015","AIK",0,"(2,2.5]","SE"
"443",2015-07-26,"Allsvenskan","Win",2.31,3.31,3.03,"2015","AIK",1,"(2,2.5]","SE"
"444",2015-08-02,"Allsvenskan","Win",3.27,3.55,2.08,"2015","AIK",1,"(3,3.5]","SE"
"445",2015-08-10,"Allsvenskan","Win",2.18,3.34,3.22,"2015","AIK",1,"(2,2.5]","SE"
"446",2015-08-16,"Allsvenskan","Win",1.6,3.92,5.33,"2015","AIK",1,"(1.5,2]","SE"
"447",2015-08-23,"Allsvenskan","Win",1.71,3.7,4.67,"2015","AIK",1,"(1.5,2]","SE"
"448",2015-08-30,"Allsvenskan","Win",1.26,5.65,10.79,"2015","AIK",1,"(1,1.5]","SE"
"449",2015-09-12,"Allsvenskan","Win",1.66,3.86,4.83,"2015","AIK",1,"(1.5,2]","SE"
"450",2015-09-19,"Allsvenskan","Win",1.79,3.78,4.08,"2015","AIK",1,"(1.5,2]","SE"
"451",2015-09-23,"Allsvenskan","Win",2.22,3.37,3.12,"2015","AIK",1,"(2,2.5]","SE"
"452",2015-09-27,"Allsvenskan","Lost",2.56,3.34,2.66,"2015","AIK",0,"(2.5,3]","SE"
"453",2015-10-04,"Allsvenskan","Win",2.61,3.32,2.61,"2015","AIK",1,"(2.5,3]","SE"
"454",2015-10-18,"Allsvenskan","Win",1.71,3.78,4.64,"2015","AIK",1,"(1.5,2]","SE"
"455",2015-10-26,"Allsvenskan","Lost",2.42,3.3,2.87,"2015","AIK",0,"(2,2.5]","SE"
"456",2015-10-31,"Allsvenskan","Draw",2.14,3.55,3.13,"2015","AIK",0,"(2,2.5]","SE"
"457",2016-04-03,"Allsvenskan","Draw",1.49,4.21,6.39,"2016","AIK",0,"(1,1.5]","SE"
"458",2016-04-07,"Allsvenskan","Win",2.75,3.16,2.58,"2016","AIK",1,"(2.5,3]","SE"
"459",2016-04-11,"Allsvenskan","Draw",2.62,3.13,2.74,"2016","AIK",0,"(2.5,3]","SE"
"460",2016-04-17,"Allsvenskan","Lost",3.02,3.36,2.29,"2016","AIK",0,"(3,3.5]","SE"
"461",2016-04-25,"Allsvenskan","Win",2.08,3.54,3.3,"2016","AIK",1,"(2,2.5]","SE"
"462",2016-04-28,"Allsvenskan","Lost",2.33,3.43,2.88,"2016","AIK",0,"(2,2.5]","SE"
"463",2016-05-02,"Allsvenskan","Draw",1.57,3.99,5.61,"2016","AIK",0,"(1.5,2]","SE"
"464",2016-05-08,"Allsvenskan","Win",3.22,3.44,2.15,"2016","AIK",1,"(3,3.5]","SE"
"465",2016-05-16,"Allsvenskan","Win",2.16,3.33,3.29,"2016","AIK",1,"(2,2.5]","SE"
"466",2016-05-20,"Allsvenskan","Win",1.59,3.97,5.32,"2016","AIK",1,"(1.5,2]","SE"
"467",2016-05-23,"Allsvenskan","Win",1.67,3.8,4.92,"2016","AIK",1,"(1.5,2]","SE"
"468",2016-05-28,"Allsvenskan","Draw",1.94,3.63,3.6,"2016","AIK",0,"(1.5,2]","SE"
"469",2016-07-10,"Allsvenskan","Draw",2.52,3.32,2.71,"2016","AIK",0,"(2.5,3]","SE"
"470",2016-07-17,"Allsvenskan","Draw",2.82,3.19,2.52,"2016","AIK",0,"(2.5,3]","SE"
"471",2016-07-24,"Allsvenskan","Win",2.59,3.36,2.62,"2016","AIK",1,"(2.5,3]","SE"
"472",2016-07-31,"Allsvenskan","Win",1.34,4.98,8.53,"2016","AIK",1,"(1,1.5]","SE"
"473",2016-08-07,"Allsvenskan","Lost",5.22,3.72,1.66,"2016","AIK",0,"(5,10]","SE"
"474",2016-08-13,"Allsvenskan","Win",1.46,4.46,6.48,"2016","AIK",1,"(1,1.5]","SE"
"475",2016-08-21,"Allsvenskan","Win",2.37,3.4,2.87,"2016","AIK",1,"(2,2.5]","SE"
"476",2016-08-28,"Allsvenskan","Draw",1.91,3.54,3.85,"2016","AIK",0,"(1.5,2]","SE"
"477",2016-09-11,"Allsvenskan","Win",1.73,3.68,4.64,"2016","AIK",1,"(1.5,2]","SE"
"478",2016-09-18,"Allsvenskan","Win",1.31,5.19,9.05,"2016","AIK",1,"(1,1.5]","SE"
"479",2016-09-21,"Allsvenskan","Win",2.9,3.22,2.44,"2016","AIK",1,"(2.5,3]","SE"
"480",2016-09-25,"Allsvenskan","Draw",2.79,3.36,2.44,"2016","AIK",0,"(2.5,3]","SE"
"481",2016-10-02,"Allsvenskan","Win",1.83,3.6,4.12,"2016","AIK",1,"(1.5,2]","SE"
"482",2016-10-16,"Allsvenskan","Win",1.39,4.54,7.76,"2016","AIK",1,"(1,1.5]","SE"
"483",2016-10-24,"Allsvenskan","Lost",2.58,3.3,2.65,"2016","AIK",0,"(2.5,3]","SE"
"484",2016-10-27,"Allsvenskan","Win",1.61,4.07,5.06,"2016","AIK",1,"(1.5,2]","SE"
"485",2016-10-31,"Allsvenskan","Draw",1.58,3.93,5.67,"2016","AIK",0,"(1.5,2]","SE"
"486",2016-11-06,"Allsvenskan","Win",1.53,4.19,5.7,"2016","AIK",1,"(1.5,2]","SE"
"487",2017-04-02,"Allsvenskan","Draw",1.95,3.33,3.97,"2017","AIK",0,"(1.5,2]","SE"
"488",2017-04-10,"Allsvenskan","Win",2.93,3.25,2.4,"2017","AIK",1,"(2.5,3]","SE"
"489",2017-04-17,"Allsvenskan","Lost",1.76,3.51,4.71,"2017","AIK",0,"(1.5,2]","SE"
"490",2017-04-22,"Allsvenskan","Lost",2.2,3.08,3.47,"2017","AIK",0,"(2,2.5]","SE"
"491",2017-04-27,"Allsvenskan","Win",1.8,3.51,4.46,"2017","AIK",1,"(1.5,2]","SE"
"492",2017-04-30,"Allsvenskan","Draw",1.32,4.99,9.69,"2017","AIK",0,"(1,1.5]","SE"
"493",2017-05-06,"Allsvenskan","Win",1.8,3.38,4.72,"2017","AIK",1,"(1.5,2]","SE"
"494",2017-05-13,"Allsvenskan","Win",1.47,4.1,7.13,"2017","AIK",1,"(1,1.5]","SE"
"495",2017-05-22,"Allsvenskan","Win",3.7,3.32,2.02,"2017","AIK",1,"(3.5,4]","SE"
"496",2017-05-29,"Allsvenskan","Lost",2.89,3.12,2.5,"2017","AIK",0,"(2.5,3]","SE"
"497",2017-06-01,"Allsvenskan","Draw",3.85,3.49,1.93,"2017","AIK",0,"(3.5,4]","SE"
"498",2017-06-04,"Allsvenskan","Win",1.6,3.69,5.99,"2017","AIK",1,"(1.5,2]","SE"
"499",2017-07-02,"Allsvenskan","Draw",2.21,3.19,3.35,"2017","AIK",0,"(2,2.5]","SE"
"500",2017-07-09,"Allsvenskan","Win",1.83,3.46,4.34,"2017","AIK",1,"(1.5,2]","SE"
"501",2017-07-16,"Allsvenskan","Win",1.96,3.45,3.77,"2017","AIK",1,"(1.5,2]","SE"
"502",2017-07-30,"Allsvenskan","Lost",1.52,3.94,6.6,"2017","AIK",0,"(1.5,2]","SE"
